anno,IstatComune,Regione,Provincia,Comune,Popolazione,Dato riferito a,Frazione umida(1) (t),Verde (t),Carta e cartone (t),Vetro (t),Legno (t),Metallo (t),Plastica (t),RAEE (t),Tessili (t),Selettiva (t),Rifiuti da C e D (t),Pulizia stradale a recupero (t),Ingombranti misti a recupero (t),Altro (t),Totale RD (t),Ingombranti a smaltimento (t),Indifferenziato (t),Totale RU (t),Percentuale RD (%)
2021,058093,Lazio,Roma,SACROFANO,7293,Comune,604.120,197.075,252.350,175.624,106.380,67.610,308.189,55.330,82.515,12.448,35.250,146.180,126.480,40.457,2210.008,-,417.440,2627.448,84.11
2021,058094,Lazio,Roma,SAMBUCI,841,Aggregazione: UNIONE DEI COMUNI VALLE DEL GIOVENZANO,236.000,15.940,103.850,66.880,75.340,49.657,117.566,35.010,0.330,5.565,46.170,-,65.540,19.050,836.897,-,351.662,1188.559,70.41
2021,058119,Lazio,Roma,SAN CESAREO,15881,Comune,1068.310,311.840,888.020,508.274,240.780,216.264,680.530,191.690,48.680,30.080,238.215,170.460,151.800,9.560,4754.503,-,3028.120,7782.623,61.09
2021,058095,Lazio,Roma,SAN GREGORIO DA SASSOLA,1446,Comune,153.900,-,41.625,52.322,34.230,25.145,41.780,13.014,8.500,3.280,21.690,-,27.380,5.143,428.009,-,128.560,556.569,76.90
2021,058096,Lazio,Roma,SAN POLO DEI CAVALIERI,2763,Comune,348.670,-,100.430,121.308,-,15.997,98.960,2.994,10.480,0.770,-,-,52.770,5.856,758.234,-,333.324,1091.558,69.46
2021,058100,Lazio,Roma,SAN VITO ROMANO,3086,Comune,297.420,-,144.840,-,47.700,37.345,156.505,15.300,2.440,2.208,46.290,-,46.680,20.678,817.406,-,392.310,1209.716,67.57
2021,058098,Lazio,Roma,SANT'ANGELO ROMANO,4895,Comune,420.680,14.240,124.070,217.260,-,39.477,118.420,-,-,0.456,-,9.800,144.700,34.733,1123.836,-,476.760,1600.596,70.21
2021,058099,Lazio,Roma,SANT'ORESTE,3483,Comune,282.880,21.920,127.590,152.740,-,-,130.720,40.840,3.340,0.580,9.650,32.170,63.330,-,865.760,-,357.460,1223.220,70.78
2021,058097,Lazio,Roma,SANTA MARINELLA,18439,Comune,1381.720,864.100,747.070,699.550,431.780,65.850,513.790,143.610,95.350,8.948,276.585,366.240,465.820,-,6060.413,-,6340.920,12401.333,48.87
2021,058101,Lazio,Roma,SARACINESCO,165,Vedi aggregazione: UNIONE DEI COMUNI VALLE DEL GIOVENZANO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,058102,Lazio,Roma,SEGNI,8922,Comune,72.572,-,51.670,46.730,-,7.229,58.548,-,18.130,0.014,-,19.330,68.600,10.222,353.045,-,3905.056,4258.101,8.29
2021,058103,Lazio,Roma,SUBIACO,8490,Comune,803.450,3.200,392.260,319.014,67.700,162.891,272.752,58.937,23.040,0.733,-,46.720,114.130,30.590,2295.418,-,1305.693,3601.111,63.74
2021,058104,Lazio,Roma,TIVOLI,54900,Comune,6424.290,599.400,2829.400,3425.140,865.980,402.561,694.918,386.875,213.850,47.711,537.890,373.120,590.720,280.430,17672.286,-,5132.040,22804.326,77.50
2021,058105,Lazio,Roma,TOLFA,4657,Comune,413.910,54.970,206.330,209.632,74.180,26.100,161.540,36.375,18.140,4.617,69.855,-,86.770,-,1362.419,-,501.320,1863.739,73.10
2021,058106,Lazio,Roma,TORRITA TIBERINA,1075,Comune,81.454,-,23.595,32.173,11.740,0.100,46.415,3.920,3.440,0.094,-,-,-,-,202.931,-,203.114,406.045,49.98
2021,058107,Lazio,Roma,TREVIGNANO ROMANO,5778,Comune,674.950,237.700,377.960,350.780,110.970,80.850,238.620,73.170,9.320,10.240,86.670,49.270,150.520,-,2451.020,-,845.990,3297.010,74.34
2021,058108,Lazio,Roma,VALLEPIETRA,248,Comune,-,-,2.860,3.500,-,0.409,1.230,-,-,-,-,-,-,0.361,8.360,-,46.000,54.360,15.38
2021,058109,Lazio,Roma,VALLINFREDA,296,Comune,14.640,-,14.845,7.822,-,1.210,18.287,-,0.100,0.225,-,-,4.900,1.711,63.740,-,38.535,102.275,62.32
2021,058110,Lazio,Roma,VALMONTONE,15652,Comune,1517.440,243.420,752.910,364.720,147.700,94.144,726.383,96.899,43.250,14.709,187.900,107.410,262.180,86.171,4645.236,-,2526.780,7172.016,64.77
2021,058111,Lazio,Roma,VELLETRI,52151,Comune,6351.760,1049.480,2152.360,1189.239,560.480,337.863,2673.697,295.110,180.530,29.463,255.520,325.540,855.840,277.641,16534.523,-,4669.400,21203.923,77.98
2021,058112,Lazio,Roma,VICOVARO,3590,Vedi aggregazione: UNIONE COMUNI VALLE USTICA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,058113,Lazio,Roma,VIVARO ROMANO,158,Vedi aggregazione: UNIONE COMUNI MEDANIENE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,058114,Lazio,Roma,ZAGAROLO,18193,Comune,1481.080,226.860,549.040,345.468,155.450,98.896,638.320,74.570,36.040,17.616,167.649,136.700,208.920,75.570,4212.178,-,2451.320,6663.498,63.21
2021,056001,Lazio,Viterbo,ACQUAPENDENTE,5309,Comune,493.027,-,311.200,-,-,43.870,199.330,35.590,16.760,1.617,-,85.099,-,261.730,1448.223,-,463.890,1912.113,75.74
2021,056002,Lazio,Viterbo,ARLENA DI CASTRO,824,Comune,17.590,-,26.250,-,-,-,-,-,-,0.323,-,-,-,-,44.163,-,64.240,108.403,40.74
2021,056003,Lazio,Viterbo,BAGNOREGIO,3463,Comune,311.980,80.200,174.800,81.622,70.110,56.787,159.487,31.413,10.760,4.942,-,18.900,27.580,17.838,1046.419,-,588.910,1635.329,63.99
2021,056004,Lazio,Viterbo,BARBARANO ROMANO,993,Comune,13.680,6.990,49.020,45.130,26.970,19.380,26.010,5.290,4.000,1.000,-,-,9.800,-,207.270,-,251.200,458.470,45.21
2021,056006,Lazio,Viterbo,BASSANO IN TEVERINA,1255,Comune,100.010,1.360,40.960,71.804,18.420,8.017,13.299,-,-,0.479,-,-,18.040,5.380,277.769,-,122.900,400.669,69.33
2021,056005,Lazio,Viterbo,BASSANO ROMANO,4592,Comune,345.660,41.660,161.780,156.300,-,39.670,162.890,25.905,-,0.900,55.640,-,182.240,-,1172.645,-,659.050,1831.695,64.02
2021,056007,Lazio,Viterbo,BLERA,3012,Comune,237.780,25.700,88.647,85.020,42.120,40.160,3.680,9.865,3.110,3.097,24.060,-,22.080,127.767,713.086,-,393.260,1106.346,64.45
2021,056008,Lazio,Viterbo,BOLSENA,3728,Comune,568.390,95.930,262.290,24.738,104.770,61.606,205.350,53.750,16.660,1.194,55.920,-,54.360,251.336,1756.294,-,464.060,2220.354,79.10
2021,056009,Lazio,Viterbo,BOMARZO,1676,Comune,155.830,1.760,58.950,92.272,19.320,9.740,16.501,-,-,0.639,-,-,12.760,7.188,374.959,-,125.740,500.699,74.89
2021,056010,Lazio,Viterbo,CALCATA,911,Comune,71.780,-,31.980,44.100,-,-,26.300,5.390,-,-,-,-,16.100,-,195.650,-,91.725,287.375,68.08
2021,056011,Lazio,Viterbo,CANEPINA,2910,Comune,286.680,-,132.300,107.680,-,17.710,87.570,13.780,8.160,0.070,-,-,63.980,-,717.930,-,293.690,1011.620,70.97
2021,056012,Lazio,Viterbo,CANINO,5074,Comune,580.500,8.400,246.100,173.889,49.930,31.734,160.280,-,10.920,0.786,-,19.260,31.550,20.167,1333.516,-,558.790,1892.306,70.47
2021,056013,Lazio,Viterbo,CAPODIMONTE,1658,Comune,105.234,78.710,108.676,92.075,-,19.380,69.502,13.200,8.810,-,-,9.330,61.450,12.404,578.770,-,265.860,844.630,68.52
2021,056014,Lazio,Viterbo,CAPRANICA,6292,Comune,567.720,69.990,369.179,243.670,25.400,17.440,279.380,12.030,-,1.801,-,101.760,17.700,32.721,1738.791,-,502.680,2241.471,77.57
2021,056015,Lazio,Viterbo,CAPRAROLA,5227,Comune,366.900,73.140,232.080,137.220,120.060,96.760,162.360,57.125,18.190,11.494,-,-,144.530,-,1419.859,-,979.040,2398.899,59.19
2021,056016,Lazio,Viterbo,CARBOGNANO,1934,Comune,172.530,-,75.120,77.340,9.620,11.570,60.320,2.226,9.620,1.194,5.630,-,34.020,-,459.190,-,216.206,675.396,67.99
2021,056017,Lazio,Viterbo,CASTEL SANT'ELIA,2438,Comune,239.020,26.360,99.380,104.580,41.660,1.080,110.270,14.480,-,1.205,-,-,37.460,1.020,676.515,-,218.530,895.045,75.58
2021,056018,Lazio,Viterbo,CASTIGLIONE IN TEVERINA,2281,Comune,159.800,-,111.712,7.560,-,16.110,71.260,11.100,-,0.800,13.340,-,-,0.310,391.992,20.580,228.780,641.352,61.12
2021,056019,Lazio,Viterbo,CELLENO,1309,Comune,133.688,-,55.120,49.597,-,4.630,46.650,-,-,0.071,-,1.200,7.400,5.753,304.109,-,158.080,462.189,65.80
2021,056020,Lazio,Viterbo,CELLERE,1070,Comune,29.390,-,33.850,37.000,-,3.300,26.080,1.600,-,0.034,-,-,-,-,131.254,8.400,66.980,206.634,63.52
2021,056021,Lazio,Viterbo,CIVITA CASTELLANA,15283,Comune,1502.600,144.860,866.560,651.515,257.490,62.733,654.510,104.710,-,19.939,-,32.920,116.410,2.520,4416.767,-,1600.060,6016.827,73.41
2021,056022,Lazio,Viterbo,CIVITELLA D'AGLIANO,1491,Comune,53.180,-,76.410,57.520,-,14.660,60.560,24.550,-,1.450,18.020,-,59.870,-,366.220,-,201.580,567.800,64.50
2021,056023,Lazio,Viterbo,CORCHIANO,3562,Comune,261.050,15.180,153.437,151.000,56.940,29.300,138.680,25.701,21.270,9.036,24.930,-,44.980,2.960,934.464,-,233.251,1167.715,80.03
2021,056024,Lazio,Viterbo,FABRICA DI ROMA,8128,Comune,735.300,39.270,350.850,354.173,124.950,24.892,301.440,44.050,0.440,4.255,-,-,64.410,2.540,2046.570,-,688.485,2735.055,74.83
2021,056025,Lazio,Viterbo,FALERIA,1986,Comune,165.281,-,64.030,116.421,30.060,36.903,32.796,15.755,-,0.200,-,-,62.320,8.919,532.686,-,174.900,707.586,75.28
2021,056026,Lazio,Viterbo,FARNESE,1366,Comune,126.196,13.010,52.740,40.127,21.940,17.529,65.436,9.335,3.800,-,18.130,10.540,12.500,7.528,398.810,-,137.980,536.790,74.30
2021,056027,Lazio,Viterbo,GALLESE,2603,Comune,149.397,6.130,92.830,52.469,28.880,12.717,119.797,16.380,-,1.091,32.970,-,18.820,11.467,542.948,-,207.121,750.069,72.39
2021,056028,Lazio,Viterbo,GRADOLI,1266,Comune,144.910,5.130,66.480,39.250,-,15.072,71.350,12.453,4.230,0.562,18.990,-,39.130,8.578,426.135,-,145.340,571.475,74.57
2021,056029,Lazio,Viterbo,GRAFFIGNANO,2124,Comune,211.540,-,82.347,93.320,-,7.110,49.833,8.424,1.280,0.093,-,-,21.860,10.044,485.852,-,157.940,643.792,75.47
2021,056030,Lazio,Viterbo,GROTTE DI CASTRO,2442,Comune,259.566,29.530,116.780,116.100,-,16.600,76.170,-,-,0.081,13.330,-,-,-,628.157,45.800,222.570,896.527,70.07
2021,056031,Lazio,Viterbo,ISCHIA DI CASTRO,2191,Comune,85.360,21.170,65.930,36.417,43.600,25.233,87.711,23.720,6.600,0.100,32.865,-,17.760,7.959,454.425,-,396.600,851.025,53.40
2021,056032,Lazio,Viterbo,LATERA,774,Comune,24.660,-,29.530,-,-,-,-,4.680,-,0.096,-,-,-,-,58.966,11.230,71.500,141.696,41.61
2021,056033,Lazio,Viterbo,LUBRIANO,881,Comune,37.932,-,42.960,25.161,-,3.869,45.193,10.980,1.560,0.560,-,-,15.000,5.586,188.801,-,154.310,343.111,55.03
2021,056034,Lazio,Viterbo,MARTA,3235,Comune,444.300,20.360,204.560,162.048,60.580,47.919,193.140,27.092,-,2.314,-,-,30.560,18.793,1211.666,-,413.640,1625.306,74.55
2021,056035,Lazio,Viterbo,MONTALTO DI CASTRO,8790,Comune,670.020,603.530,648.691,243.347,142.580,58.815,533.296,96.930,25.140,2.730,11.900,842.630,116.550,58.752,4054.911,-,2275.365,6330.276,64.06
2021,056037,Lazio,Viterbo,MONTE ROMANO,1900,Comune,137.280,7.220,88.465,52.160,0.580,31.536,52.054,7.690,-,0.360,28.500,-,37.260,-,443.105,-,167.260,610.365,72.60
2021,056036,Lazio,Viterbo,MONTEFIASCONE,12983,Comune,1575.580,207.510,705.731,888.383,300.620,152.333,207.311,115.500,56.550,22.477,194.745,172.900,59.531,77.376,4736.546,93.309,1461.740,6291.594,75.28
2021,056038,Lazio,Viterbo,MONTEROSI,4734,Comune,340.680,180.020,166.440,204.390,100.060,24.120,154.800,33.404,0.250,1.435,-,2.100,42.920,-,1250.619,-,498.330,1748.949,71.51
2021,056039,Lazio,Viterbo,NEPI,9236,Comune,931.880,448.710,300.464,366.570,388.860,46.500,471.960,66.550,29.090,10.882,73.270,110.240,67.720,-,3312.696,-,666.410,3979.106,83.25
2021,056040,Lazio,Viterbo,ONANO,913,Comune,95.170,-,30.170,40.278,-,6.780,28.080,-,-,0.073,-,-,19.360,4.672,224.583,-,89.430,314.013,71.52
2021,056041,Lazio,Viterbo,ORIOLO ROMANO,3688,Comune,431.320,105.560,212.060,233.588,66.040,65.069,73.032,34.420,11.260,2.180,55.320,38.020,21.942,18.971,1368.782,26.818,283.510,1679.110,81.52
2021,056042,Lazio,Viterbo,ORTE,8963,Comune,917.700,62.250,429.240,357.889,95.210,25.679,16.495,20.290,29.190,2.865,-,89.400,78.700,1.058,2125.965,-,889.670,3015.635,70.50
2021,056043,Lazio,Viterbo,PIANSANO,1881,Comune,180.118,10.230,95.680,32.860,65.010,24.563,69.795,21.380,-,1.114,28.215,-,32.390,7.181,568.537,-,198.810,767.347,74.09
2021,056044,Lazio,Viterbo,PROCENO,523,Comune,53.349,-,19.120,20.689,-,1.932,17.770,-,-,0.038,-,-,1.730,2.399,117.027,-,41.300,158.327,73.92
2021,056045,Lazio,Viterbo,RONCIGLIONE,8344,Comune,835.580,154.200,366.570,388.480,126.420,33.220,317.900,43.870,17.900,17.110,-,93.380,70.140,-,2464.770,-,1152.840,3617.610,68.13
2021,056047,Lazio,Viterbo,SAN LORENZO NUOVO,1982,Comune,238.259,31.230,101.200,81.177,23.110,18.779,70.110,16.480,6.900,0.571,16.650,32.764,14.320,9.414,660.964,-,196.360,857.324,77.10
2021,056048,Lazio,Viterbo,SORIANO NEL CIMINO,7980,Comune,672.270,49.720,288.880,395.293,107.500,54.863,74.477,127.560,-,16.022,-,88.700,50.340,30.837,1956.462,-,1087.570,3044.032,64.27
2021,056049,Lazio,Viterbo,SUTRI,6548,Comune,658.620,55.000,260.422,251.320,32.780,37.119,279.258,30.116,-,4.340,2.010,117.880,28.800,0.425,1758.090,-,702.230,2460.320,71.46
2021,056050,Lazio,Viterbo,TARQUINIA,16046,Comune,720.470,494.230,722.274,602.240,732.440,125.345,400.060,153.325,77.280,7.525,240.690,303.820,165.860,4.920,4750.479,-,7337.790,12088.269,39.30
2021,056051,Lazio,Viterbo,TESSENNANO,287,Comune,-,-,-,-,-,-,-,-,-,0.110,-,-,-,-,0.110,0.080,96.240,96.430,0.11
2021,056052,Lazio,Viterbo,TUSCANIA,8228,Comune,-,105.800,118.290,133.088,201.120,46.961,91.561,53.440,17.020,2.020,-,126.460,61.720,5.491,962.970,-,3421.940,4384.910,21.96
2021,056053,Lazio,Viterbo,VALENTANO,2718,Comune,261.791,55.480,175.290,112.566,-,20.689,94.150,24.060,-,0.544,-,14.487,70.190,13.075,842.322,-,277.440,1119.762,75.22
2021,056054,Lazio,Viterbo,VALLERANO,2425,Comune,240.564,23.271,85.700,81.524,33.727,13.674,79.698,16.802,-,0.868,14.680,-,16.534,9.455,616.497,-,274.710,891.207,69.18
2021,056055,Lazio,Viterbo,VASANELLO,3952,Comune,322.918,35.385,155.230,88.747,51.283,22.947,163.134,25.547,6.900,1.088,22.322,60.370,24.481,19.395,999.746,-,340.050,1339.796,74.62
2021,056056,Lazio,Viterbo,VEJANO,2154,Comune,192.360,6.000,92.980,60.800,24.120,48.840,94.590,12.348,-,6.930,32.310,-,32.000,-,603.278,-,204.090,807.368,74.72
2021,056057,Lazio,Viterbo,VETRALLA,13325,Comune,1176.700,45.200,637.710,543.940,73.040,55.330,447.850,71.586,51.485,10.795,38.210,207.460,66.690,5.458,3431.454,-,1475.500,4906.954,69.93
2021,056058,Lazio,Viterbo,VIGNANELLO,4267,Comune,381.041,40.177,159.970,150.517,58.228,24.519,126.557,29.127,14.100,1.744,25.344,76.510,28.105,17.597,1133.536,-,485.430,1618.966,70.02
2021,056046,Lazio,Viterbo,VILLA SAN GIOVANNI IN TUSCIA,1195,Comune,52.240,-,39.665,51.050,22.970,12.480,38.130,20.210,-,0.840,-,-,11.280,-,248.865,-,95.586,344.451,72.25
2021,056059,Lazio,Viterbo,VITERBO,65987,Comune,4806.428,86.540,3519.305,3563.703,401.670,309.787,669.704,219.945,246.000,24.774,-,1270.580,417.780,259.739,15795.955,-,12068.070,27864.025,56.69
2021,056060,Lazio,Viterbo,VITORCHIANO,5255,Comune,464.350,48.060,196.400,307.392,49.340,26.234,61.743,-,-,4.880,-,89.900,32.820,25.851,1306.970,-,336.070,1643.040,79.55
2022,060001,Lazio,Frosinone,ACQUAFONDATA,261,Vedi aggregazione: Unione Comuni 'Val Comino',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,060002,Lazio,Frosinone,ACUTO,1835,Comune,196.540,-,66.990,67.565,-,19.304,59.650,8.710,12.500,0.100,-,-,56.200,9.652,497.211,-,178.620,675.831,73.57
2022,060003,Lazio,Frosinone,ALATRI,27693,Comune,2798.120,298.690,1159.280,2443.455,-,212.837,737.134,129.785,67.720,20.395,76.960,75.920,646.320,292.164,8958.780,-,2935.730,11894.510,75.32
2022,060004,Lazio,Frosinone,ALVITO,2485,Vedi aggregazione: Unione Comuni 'Val Comino',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,060005,Lazio,Frosinone,AMASENO,4094,Comune,265.340,-,165.700,270.446,-,14.631,53.055,9.400,2.050,-,-,-,18.630,20.648,819.900,-,466.560,1286.460,63.73
2022,060006,Lazio,Frosinone,ANAGNI,20734,Comune,1889.630,5.230,792.325,1124.024,0.633,77.648,279.475,48.620,47.880,0.260,-,-,192.350,120.994,4579.070,-,2805.560,7384.630,62.01
2022,060007,Lazio,Frosinone,AQUINO,4932,Comune,444.140,4.050,152.260,259.682,-,14.876,53.930,-,17.840,-,-,-,55.640,21.013,1023.430,-,607.820,1631.250,62.74
2022,060008,Lazio,Frosinone,ARCE,5439,Comune,341.910,17.580,236.452,263.572,0.020,11.665,8.729,10.325,-,-,-,-,128.350,5.449,1024.053,-,542.490,1566.543,65.37
2022,060009,Lazio,Frosinone,ARNARA,2192,Comune,143.900,-,50.300,106.482,-,6.525,23.656,6.250,-,-,-,-,12.290,9.217,358.620,-,210.080,568.700,63.06
2022,060010,Lazio,Frosinone,ARPINO,6684,Comune,722.580,-,197.160,395.850,7.000,21.390,80.635,25.620,2.260,3.030,-,-,37.060,29.845,1522.430,-,623.480,2145.910,70.95
2022,060011,Lazio,Frosinone,ATINA,4133,Comune,278.040,13.370,311.382,236.150,5.980,32.620,153.380,17.220,6.940,0.360,-,-,17.240,54.020,1126.702,-,531.120,1657.822,67.96
2022,060012,Lazio,Frosinone,AUSONIA,2409,Comune,141.660,-,90.240,122.853,-,6.507,23.589,4.840,-,0.000,-,-,23.240,9.191,422.120,-,256.740,678.860,62.18
2022,060013,Lazio,Frosinone,BELMONTE CASTELLO,678,Vedi aggregazione: Unione Comuni 'Val Comino',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,060014,Lazio,Frosinone,BOVILLE ERNICA,8366,Comune,810.600,-,179.550,390.722,-,20.951,75.945,18.290,-,-,0.010,4.400,55.810,29.592,1585.870,-,1265.670,2851.540,55.62
2022,060015,Lazio,Frosinone,BROCCOSTELLA,2681,Comune,170.020,16.660,87.090,273.000,4.570,3.400,5.150,10.400,4.680,1.350,5.580,-,5.530,-,587.430,-,375.420,962.850,61.01
2022,060016,Lazio,Frosinone,CAMPOLI APPENNINO,1614,Comune,186.300,-,32.990,100.327,-,3.939,21.190,1.860,-,0.010,-,-,4.370,5.564,356.550,-,14.776,371.326,96.02
2022,060017,Lazio,Frosinone,CASALATTICO,534,Comune,28.000,-,11.770,38.566,0.730,1.391,5.140,1.110,-,-,-,-,2.300,2.204,91.210,-,50.820,142.030,64.22
2022,060018,Lazio,Frosinone,CASALVIERI,2436,Comune,-,-,68.460,148.790,15.180,8.196,27.749,11.272,2.170,-,-,-,11.750,10.235,303.802,-,371.130,674.932,45.01
2022,060019,Lazio,Frosinone,CASSINO,35092,Comune,3700.008,113.770,2893.003,2095.377,55.660,19.900,8.960,66.145,92.040,3.729,183.540,678.750,376.870,0.049,10287.801,-,5800.880,16088.681,63.94
2022,060020,Lazio,Frosinone,CASTELLIRI,3183,Comune,514.040,-,128.540,205.575,-,11.385,41.270,5.360,10.360,0.714,-,-,13.550,16.080,946.874,-,297.620,1244.494,76.09
2022,060021,Lazio,Frosinone,CASTELNUOVO PARANO,858,Comune,58.620,-,68.244,53.819,-,2.775,10.062,1.080,-,-,-,-,8.680,3.924,207.204,-,62.230,269.434,76.90
2022,060023,Lazio,Frosinone,CASTRO DEI VOLSCI,4465,Comune,256.460,-,157.602,257.741,0.130,16.004,57.604,14.050,5.200,-,-,-,28.110,24.939,817.841,-,354.920,1172.761,69.74
2022,060022,Lazio,Frosinone,CASTROCIELO,3776,Comune,-,-,141.485,240.091,-,17.943,47.354,9.385,11.015,0.793,-,-,24.735,18.452,511.253,-,833.200,1344.453,38.03
2022,060024,Lazio,Frosinone,CECCANO,22320,Comune,1779.160,243.630,850.184,1611.963,34.150,134.231,-,63.840,-,8.435,90.920,1.160,200.890,114.327,5132.889,-,2563.210,7696.099,66.70
2022,060025,Lazio,Frosinone,CEPRANO,8116,Comune,766.540,58.110,334.650,337.190,2.280,60.880,135.640,47.895,33.380,1.415,-,23.020,124.380,183.970,2109.350,-,810.540,2919.890,72.24
2022,060026,Lazio,Frosinone,CERVARO,7780,Comune,593.200,29.680,216.780,439.648,-,21.868,79.276,15.320,-,0.300,-,-,111.640,34.128,1541.840,-,1008.380,2550.220,60.46
2022,060027,Lazio,Frosinone,COLFELICE,1780,Comune,108.240,-,48.400,64.880,-,11.427,26.664,1.980,3.370,-,-,-,8.450,29.359,302.770,-,231.100,533.870,56.71
2022,060029,Lazio,Frosinone,COLLE SAN MAGNO,631,Comune,57.580,-,16.660,29.166,-,1.440,5.220,-,4.800,-,-,-,9.360,2.034,126.260,-,43.140,169.400,74.53
2022,060028,Lazio,Frosinone,COLLEPARDO,884,Comune,70.330,-,17.780,53.046,-,3.339,12.100,2.680,1.200,0.100,-,-,23.260,4.712,188.546,-,70.120,258.666,72.89
2022,060030,Lazio,Frosinone,CORENO AUSONIO,1525,Comune,103.580,0.800,54.170,63.130,-,5.420,54.750,3.000,22.100,0.713,0.060,-,27.570,0.040,335.333,-,96.280,431.613,77.69
2022,060031,Lazio,Frosinone,ESPERIA,3549,Comune,136.140,-,78.280,176.132,-,9.936,36.018,6.560,15.330,1.495,-,-,-,14.035,473.925,29.420,412.740,916.085,51.73
2022,060032,Lazio,Frosinone,FALVATERRA,514,Comune,48.180,-,13.950,28.921,-,1.510,5.475,2.655,-,0.220,-,-,11.340,2.133,114.385,-,62.200,176.585,64.78
2022,060033,Lazio,Frosinone,FERENTINO,20048,Comune,1790.480,77.190,920.770,1324.599,7.830,80.377,305.316,64.885,52.060,8.700,34.260,68.420,308.270,111.598,5154.755,-,2762.250,7917.005,65.11
2022,060034,Lazio,Frosinone,FILETTINO,516,Comune,9.180,-,21.460,30.499,-,0.560,2.030,9.240,-,-,-,-,24.880,0.791,98.640,-,271.080,369.720,26.68
2022,060035,Lazio,Frosinone,FIUGGI,10082,Comune,1202.040,30.170,471.470,505.656,-,49.726,295.196,63.485,14.810,2.958,45.080,229.690,292.120,55.102,3257.503,-,1748.300,5005.803,65.08
2022,060036,Lazio,Frosinone,FONTANA LIRI,2693,Comune,173.600,-,73.600,77.020,-,15.000,35.000,2.420,6.570,-,-,-,21.560,30.870,435.640,-,358.780,794.420,54.84
2022,060037,Lazio,Frosinone,FONTECHIARI,1237,Comune,50.380,-,23.713,53.675,0.088,3.372,12.148,0.750,-,0.770,4.160,-,4.930,5.435,159.420,-,154.600,314.020,50.77
2022,060038,Lazio,Frosinone,FROSINONE,43417,Comune,5262.820,584.400,3135.460,3066.861,363.700,211.097,728.768,169.205,183.060,17.605,387.920,418.780,272.360,270.754,15072.790,-,6570.640,21643.430,69.64
2022,060039,Lazio,Frosinone,FUMONE,1965,Comune,155.580,-,45.421,129.417,0.037,18.338,16.370,-,-,-,-,-,22.200,7.087,394.450,-,170.180,564.630,69.86
2022,060040,Lazio,Frosinone,GALLINARO,1198,Vedi aggregazione: Unione Comuni 'Val Comino',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,060041,Lazio,Frosinone,GIULIANO DI ROMA,2317,Comune,289.740,-,74.080,106.058,-,16.410,59.490,3.510,3.080,0.380,-,-,16.440,23.182,592.370,-,202.020,794.390,74.57
2022,060042,Lazio,Frosinone,GUARCINO,1489,Comune,17.020,-,-,18.708,-,2.896,10.494,2.090,-,-,-,-,3.940,3.598,58.746,1.500,513.260,573.506,10.24
2022,060043,Lazio,Frosinone,ISOLA DEL LIRI,10735,Comune,938.080,81.380,481.310,916.171,-,67.163,233.386,36.040,4.940,1.830,103.144,-,101.320,91.640,3056.404,-,1769.020,4825.424,63.34
2022,060044,Lazio,Frosinone,MONTE SAN GIOVANNI CAMPANO,12009,Comune,1059.500,-,418.440,696.934,-,41.193,151.587,42.850,-,0.340,-,-,98.580,59.906,2569.330,-,1214.720,3784.050,67.90
2022,060045,Lazio,Frosinone,MOROLO,3195,Comune,188.100,-,97.830,229.075,-,9.831,35.638,17.154,-,-,-,-,41.240,13.886,632.754,-,466.620,1099.374,57.56
2022,060046,Lazio,Frosinone,PALIANO,7901,Comune,661.240,-,327.010,461.137,11.540,26.693,96.767,46.310,-,1.440,37.940,25.310,107.200,37.703,1840.290,-,745.340,2585.630,71.17
2022,060047,Lazio,Frosinone,PASTENA,1263,Comune,-,-,10.550,39.470,-,5.753,19.667,-,-,-,-,-,-,-,75.440,2.680,348.220,426.340,17.70
2022,060048,Lazio,Frosinone,PATRICA,3071,Comune,365.360,12.000,174.840,237.093,-,15.121,56.397,6.050,-,1.186,12.000,-,73.110,22.450,975.606,-,319.880,1295.486,75.31
2022,060049,Lazio,Frosinone,PESCOSOLIDO,1424,Comune,15.840,-,20.353,54.786,0.029,3.513,12.645,1.490,2.360,0.450,-,-,3.680,5.475,120.620,-,144.570,265.190,45.48
2022,060050,Lazio,Frosinone,PICINISCO,1098,Vedi aggregazione: Unione Comuni 'Val Comino',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,060051,Lazio,Frosinone,PICO,2634,Comune,159.100,-,65.432,114.330,-,5.789,20.985,5.060,-,0.040,-,-,13.120,8.177,392.032,-,569.340,961.372,40.78
2022,060052,Lazio,Frosinone,PIEDIMONTE SAN GERMANO,6316,Comune,607.560,6.260,294.980,394.590,-,23.952,86.826,4.580,19.520,-,-,7.650,106.000,33.833,1585.750,-,1049.960,2635.710,60.16
