anno,IstatComune,Regione,Provincia,Comune,Popolazione,Dato riferito a,Frazione umida(1) (t),Verde (t),Carta e cartone (t),Vetro (t),Legno (t),Metallo (t),Plastica (t),RAEE (t),Tessili (t),Selettiva (t),Rifiuti da C e D (t),Pulizia stradale a recupero (t),Ingombranti misti a recupero (t),Altro (t),Totale RD (t),Ingombranti a smaltimento (t),Indifferenziato (t),Totale RU (t),Percentuale RD (%)
2010,058065,Lazio,Roma,MONTEROTONDO,39588,Comune,432.640,-,908.320,27.667,338.600,8.682,238.724,117.735,39.532,9.320,-,-,-,19.880,2141.100,300.980,15491.527,17933.607,11.94
2010,058066,Lazio,Roma,MONTORIO ROMANO,2035,Comune,-,-,8.266,15.126,-,2.062,3.945,1.550,-,0.060,-,-,-,-,31.009,62.780,955.189,1048.978,2.96
2010,058067,Lazio,Roma,MORICONE,2748,Comune,-,-,14.934,24.711,-,0.136,12.754,-,-,0.087,-,-,-,-,52.622,-,961.650,1014.272,5.19
2010,058068,Lazio,Roma,MORLUPO,8486,Comune,-,52.550,127.560,82.444,-,10.540,51.527,14.790,2.960,4.071,-,-,-,1.100,347.542,438.420,4211.560,4997.521,6.95
2010,058069,Lazio,Roma,NAZZANO,1368,Comune,-,-,10.460,15.593,4.200,0.730,6.143,1.860,1.440,0.158,-,-,-,1.600,42.184,9.640,1.064,52.888,79.76
2010,058070,Lazio,Roma,NEMI,2026,Comune,-,-,27.310,24.614,-,0.772,13.864,-,5.924,0.015,-,-,-,-,72.498,10.500,1809.171,1892.169,3.83
2010,058071,Lazio,Roma,NEROLA,1811,Comune,-,-,12.120,9.400,-,-,-,-,-,0.095,-,-,-,-,21.615,21.520,714.399,757.534,2.85
2010,058072,Lazio,Roma,NETTUNO,47332,Comune,129.200,247.080,802.260,621.858,146.260,43.070,121.200,151.845,-,5.958,-,-,-,18.620,2287.351,87.450,25965.892,28340.693,8.07
2010,058073,Lazio,Roma,OLEVANO ROMANO,6914,Comune,320.280,-,293.290,159.319,-,2.402,97.661,-,3.250,0.170,-,-,-,-,876.372,312.260,1281.929,2470.560,35.47
2010,058074,Lazio,Roma,PALESTRINA,21602,Comune,-,-,115.750,77.400,2.900,15.000,42.330,13.370,-,1.890,-,-,-,-,268.640,142.200,10959.620,11370.460,2.36
2010,058075,Lazio,Roma,PALOMBARA SABINA,12991,Comune,-,-,40.954,95.163,-,8.710,45.190,-,-,0.260,-,-,-,-,190.277,508.920,5841.560,6540.757,2.91
2010,058076,Lazio,Roma,PERCILE,238,Comune,-,-,-,7.500,-,-,-,-,-,-,-,-,-,-,7.500,-,43.200,50.700,14.79
2010,058077,Lazio,Roma,PISONIANO,829,Comune,-,-,25.380,7.060,-,12.220,12.460,0.450,-,0.060,-,-,-,-,57.630,0.064,368.877,426.571,13.51
2010,058078,Lazio,Roma,POLI,2479,Comune,-,-,-,0.544,-,4.087,1.552,2.400,-,0.148,-,-,-,-,8.730,41.740,1037.337,1087.808,0.80
2010,058079,Lazio,Roma,POMEZIA,61106,Comune,454.980,151.820,628.060,587.138,102.920,10.455,401.470,88.270,-,7.550,-,-,-,14.670,2447.333,738.210,36121.727,39307.270,6.23
2010,058080,Lazio,Roma,PONZANO ROMANO,1183,Comune,-,-,83.800,20.706,-,1.169,6.661,1.200,1.900,0.180,-,-,-,-,115.615,-,591.865,707.480,16.34
2010,058081,Lazio,Roma,RIANO,9902,Comune,-,-,155.700,94.186,-,13.499,163.201,32.784,-,-,-,-,-,-,459.369,258.210,3907.085,4624.664,9.93
2010,058082,Lazio,Roma,RIGNANO FLAMINIO,9740,Comune,-,-,52.760,64.140,-,0.300,28.960,-,-,-,-,-,-,63.460,209.620,179.000,4749.630,5138.250,4.08
2010,058083,Lazio,Roma,RIOFREDDO,790,Comune,-,-,4.721,8.891,-,0.030,2.648,1.460,-,0.052,-,-,-,-,17.802,16.780,379.428,414.010,4.30
2010,058084,Lazio,Roma,ROCCA CANTERANO,202,Comune,-,-,-,-,-,-,-,0.560,-,0.043,-,-,-,-,0.603,15.300,96.960,112.863,0.53
2010,058085,Lazio,Roma,ROCCA DI CAVE,385,Comune,-,-,30.280,12.570,-,10.060,18.760,-,-,0.243,-,-,-,-,71.913,-,164.840,236.753,30.38
2010,058086,Lazio,Roma,ROCCA DI PAPA,16149,Comune,279.380,256.660,81.780,202.598,70.170,24.881,143.766,-,17.086,0.386,-,-,-,1.110,1077.817,466.900,7080.955,8625.672,12.50
2010,058088,Lazio,Roma,ROCCA PRIORA,11987,Comune,-,-,98.150,53.440,-,13.580,35.211,-,9.858,0.300,-,-,-,-,210.539,-,6992.280,7202.819,2.92
2010,058089,Lazio,Roma,ROCCA SANTO STEFANO,1040,Comune,-,-,-,-,-,-,-,1.710,2.720,-,-,-,-,0.200,4.630,24.780,344.060,373.470,1.24
2010,058087,Lazio,Roma,ROCCAGIOVINE,290,Comune,-,-,2.520,0.101,1.422,0.052,0.949,-,-,-,-,-,-,-,5.044,-,100.008,105.052,4.80
2010,058090,Lazio,Roma,ROIATE,770,Comune,-,-,2.270,-,-,-,-,-,-,-,-,-,-,-,2.270,-,268.460,270.730,0.84
2010,058091,Lazio,Roma,ROMA,2761477,Comune,31513.230,36514.304,199000.517,46828.570,10383.390,7425.360,7910.710,10793.917,4307.409,762.253,-,-,1972.930,28058.213,385470.803,-,1440568.042,1826038.845,21.11
2010,058092,Lazio,Roma,ROVIANO,1429,Comune,-,-,11.364,16.009,1.700,0.167,6.490,-,-,0.190,-,-,-,-,35.920,2.840,420.883,459.643,7.82
2010,058093,Lazio,Roma,SACROFANO,7508,Comune,322.380,1012.617,146.590,204.900,229.700,36.040,94.260,-,-,0.835,-,-,-,-,2047.322,438.120,2065.120,4550.562,44.99
2010,058094,Lazio,Roma,SAMBUCI,966,Comune,-,-,-,-,-,-,-,-,-,0.040,-,-,-,-,0.040,11.400,457.377,468.817,0.01
2010,058119,Lazio,Roma,SAN CESAREO,14175,Comune,-,-,84.000,63.100,-,13.040,45.174,-,-,0.526,-,-,-,-,205.840,683.020,9216.370,10105.230,2.04
2010,058095,Lazio,Roma,SAN GREGORIO DA SASSOLA,1578,Comune,-,-,5.796,8.041,-,0.591,7.934,-,-,0.032,-,-,-,-,22.394,-,536.291,558.685,4.01
2010,058096,Lazio,Roma,SAN POLO DEI CAVALIERI,2973,Comune,-,-,21.770,11.430,-,1.414,1.931,5.130,-,-,-,-,-,-,41.675,125.660,1077.925,1245.260,3.35
2010,058100,Lazio,Roma,SAN VITO ROMANO,3429,Comune,61.340,-,47.800,35.384,-,0.775,18.980,-,3.240,0.137,-,-,-,-,167.656,153.250,1161.221,1482.127,11.31
2010,058098,Lazio,Roma,SANT'ANGELO ROMANO,4778,Comune,-,-,16.300,4.680,-,0.400,10.320,0.420,-,0.103,-,-,-,-,32.223,94.250,1809.830,1936.303,1.66
2010,058099,Lazio,Roma,SANT'ORESTE,3870,Comune,-,-,99.360,31.350,-,3.620,17.810,-,-,-,-,-,-,-,152.140,130.300,1487.210,1769.650,8.60
2010,058097,Lazio,Roma,SANTA MARINELLA,18397,Comune,-,-,284.100,165.660,-,6.520,68.820,76.940,-,0.715,-,-,-,-,602.755,136.960,13237.040,13976.755,4.31
2010,058101,Lazio,Roma,SARACINESCO,169,Comune,-,-,1.440,2.480,-,0.160,0.500,-,-,0.040,-,-,-,-,4.620,8.620,75.825,89.065,5.19
2010,058102,Lazio,Roma,SEGNI,9439,Comune,49.156,-,60.025,123.858,-,1.857,38.305,2.420,-,0.070,-,-,-,-,275.692,226.796,3696.645,4199.132,6.57
2010,058103,Lazio,Roma,SUBIACO,9406,Comune,-,-,52.110,58.145,-,0.666,33.633,-,5.210,0.072,-,-,-,-,149.835,112.440,4279.727,4542.002,3.30
2010,058104,Lazio,Roma,TIVOLI,56531,Comune,-,47.267,1251.130,751.860,459.460,79.330,378.220,266.054,64.400,28.734,-,-,-,56.400,3382.855,183.520,27066.680,30633.055,11.04
2010,058105,Lazio,Roma,TOLFA,5252,Comune,-,-,31.140,54.860,-,0.740,20.850,-,6.250,0.335,-,-,-,1.140,115.315,-,2464.240,2579.555,4.47
2010,058106,Lazio,Roma,TORRITA TIBERINA,1076,Comune,-,-,25.740,22.620,-,0.290,11.850,-,-,-,-,-,-,-,60.500,23.100,430.077,513.677,11.78
2010,058107,Lazio,Roma,TREVIGNANO ROMANO,5949,Comune,377.600,155.200,193.970,112.974,-,5.797,7.918,-,-,-,-,-,-,-,853.460,-,1243.690,2097.150,40.70
2010,058108,Lazio,Roma,VALLEPIETRA,308,Comune,-,-,1.972,9.101,-,0.214,1.138,-,-,0.035,-,-,-,2.960,15.420,14.520,206.780,236.720,6.51
2010,058109,Lazio,Roma,VALLINFREDA,316,Comune,-,-,46.070,8.340,-,16.960,30.060,-,-,-,-,-,-,-,101.430,-,43.620,145.050,69.93
2010,058110,Lazio,Roma,VALMONTONE,15469,Comune,-,-,147.850,52.570,-,1.200,25.220,-,-,0.095,-,-,-,-,226.935,286.100,8814.470,9327.505,2.43
2010,058111,Lazio,Roma,VELLETRI,53544,Comune,-,-,754.077,261.260,-,17.470,133.988,53.020,30.505,2.278,-,-,-,-,1252.598,336.620,27842.800,29432.018,4.26
2010,058112,Lazio,Roma,VICOVARO,4108,Comune,-,-,80.010,93.100,112.010,29.760,42.640,32.530,-,-,-,-,-,-,390.050,190.150,1077.440,1657.640,23.53
2010,058113,Lazio,Roma,VIVARO ROMANO,192,Comune,-,-,0.860,0.700,-,-,0.620,-,-,-,-,-,-,-,2.180,-,72.988,75.168,2.90
2010,058114,Lazio,Roma,ZAGAROLO,17628,Comune,950.800,77.260,575.780,227.901,77.620,27.932,49.672,68.120,-,2.500,-,-,-,-,2057.585,15.520,3234.705,5307.810,38.77
2010,056001,Lazio,Viterbo,ACQUAPENDENTE,5677,Comune,-,-,223.590,271.786,-,86.766,58.066,89.710,-,6.600,-,-,-,-,736.518,153.620,1204.762,2094.900,35.16
2010,056002,Lazio,Viterbo,ARLENA DI CASTRO,903,Comune,-,-,17.850,25.051,-,1.255,1.715,-,-,-,-,-,-,-,45.871,16.840,293.069,355.780,12.89
